@relation unknow
@attribute 'attribute_1' real [0.0015,0.1371]
@attribute 'attribute_2' real [6.0E-4,0.2339]
@attribute 'attribute_3' real [0.0015,0.3059]
@attribute 'attribute_4' real [0.0058,0.4264]
@attribute 'attribute_5' real [0.0067,0.401]
@attribute 'attribute_6' real [0.0102,0.3823]
@attribute 'attribute_7' real [0.0033,0.3729]
@attribute 'attribute_8' real [0.0055,0.459]
@attribute 'attribute_9' real [0.0075,0.6828]
@attribute 'attribute_10' real [0.0113,0.7106]
@attribute 'attribute_11' real [0.0289,0.7342]
@attribute 'attribute_12' real [0.0236,0.706]
@attribute 'attribute_13' real [0.0184,0.7131]
@attribute 'attribute_14' real [0.0273,0.997]
@attribute 'attribute_15' real [0.0031,1.0]
@attribute 'attribute_16' real [0.0162,0.9988]
@attribute 'attribute_17' real [0.0349,1.0]
@attribute 'attribute_18' real [0.0375,1.0]
@attribute 'attribute_19' real [0.0494,1.0]
@attribute 'attribute_20' real [0.0656,1.0]
@attribute 'attribute_21' real [0.0512,1.0]
@attribute 'attribute_22' real [0.0219,1.0]
@attribute 'attribute_23' real [0.0563,1.0]
@attribute 'attribute_24' real [0.0239,1.0]
@attribute 'attribute_25' real [0.024,1.0]
@attribute 'attribute_26' real [0.0921,1.0]
@attribute 'attribute_27' real [0.0481,1.0]
@attribute 'attribute_28' real [0.0284,1.0]
@attribute 'attribute_29' real [0.0144,1.0]
@attribute 'attribute_30' real [0.0613,1.0]
@attribute 'attribute_31' real [0.0482,0.9657]
@attribute 'attribute_32' real [0.0404,0.9306]
@attribute 'attribute_33' real [0.0477,1.0]
@attribute 'attribute_34' real [0.0212,0.9647]
@attribute 'attribute_35' real [0.0223,1.0]
@attribute 'attribute_36' real [0.0080,1.0]
@attribute 'attribute_37' real [0.0351,0.9497]
@attribute 'attribute_38' real [0.0383,1.0]
@attribute 'attribute_39' real [0.0371,0.9857]
@attribute 'attribute_40' real [0.0117,0.9297]
@attribute 'attribute_41' real [0.036,0.8995]
@attribute 'attribute_42' real [0.0056,0.8246]
@attribute 'attribute_43' real [0.0,0.7733]
@attribute 'attribute_44' real [0.0,0.7762]
@attribute 'attribute_45' real [0.0,0.7034]
@attribute 'attribute_46' real [0.0,0.7292]
@attribute 'attribute_47' real [0.0,0.5522]
@attribute 'attribute_48' real [0.0,0.3339]
@attribute 'attribute_49' real [0.0,0.1981]
@attribute 'attribute_50' real [0.0,0.0825]
@attribute 'attribute_51' real [0.0,0.1004]
@attribute 'attribute_52' real [8.0E-4,0.0709]
@attribute 'attribute_53' real [5.0E-4,0.039]
@attribute 'attribute_54' real [0.0010,0.0352]
@attribute 'attribute_55' real [6.0E-4,0.0447]
@attribute 'attribute_56' real [4.0E-4,0.0394]
@attribute 'attribute_57' real [3.0E-4,0.0355]
@attribute 'attribute_58' real [3.0E-4,0.044]
@attribute 'attribute_59' real [1.0E-4,0.0364]
@attribute 'attribute_60' real [6.0E-4,0.0439]
@attribute 'Class' {Rock,Mine}
@data
0.0335,0.0134,0.0696,0.118,0.0348,0.118,0.1948,0.1607,0.3036,0.4372,0.5533,0.5771,0.7022,0.7067,0.7367,0.7391,0.8622,0.9458,0.8782,0.7913,0.576,0.3061,0.0563,0.0239,0.2554,0.4862,0.5027,0.4402,0.2847,0.1797,0.356,0.3522,0.3321,0.3112,0.3638,0.0754,0.1834,0.182,0.1815,0.1593,0.0576,0.0954,0.1086,0.0812,0.0784,0.0487,0.0439,0.0586,0.037,0.0185,0.0302,0.0244,0.0232,0.0093,0.0159,0.0193,0.0032,0.0377,0.0126,0.0156,Mine
0.0331,0.0423,0.0474,0.0818,0.0835,0.0756,0.0374,0.0961,0.0548,0.0193,0.0897,0.1734,0.1936,0.2803,0.3313,0.502,0.636,0.7096,0.8333,0.873,0.8073,0.7507,0.7526,0.7298,0.6177,0.4946,0.4531,0.4099,0.454,0.4124,0.3139,0.3194,0.3692,0.3776,0.4469,0.4777,0.4716,0.4664,0.3893,0.4255,0.4064,0.3712,0.3863,0.2802,0.1283,0.1117,0.1303,0.0787,0.0436,0.0224,0.0133,0.0078,0.0174,0.0176,0.0038,0.0129,0.0066,0.0044,0.0134,0.0092,Mine
0.0114,0.0222,0.0269,0.0384,0.1217,0.2062,0.1489,0.0929,0.135,0.1799,0.2486,0.2973,0.3672,0.4394,0.5258,0.6755,0.7402,0.8284,0.9033,0.9584,1.0,0.9982,0.8899,0.7493,0.6367,0.6744,0.7207,0.6821,0.5512,0.4789,0.3924,0.2533,0.1089,0.139,0.2551,0.3301,0.2818,0.2142,0.2266,0.2142,0.2354,0.2871,0.2596,0.1925,0.1256,0.1003,0.0951,0.121,0.0728,0.0174,0.0213,0.0269,0.0152,0.0257,0.0097,0.0041,0.0050,0.0145,0.0103,0.0025,Mine
0.0388,0.0324,0.0688,0.0898,0.1267,0.1515,0.2134,0.2613,0.2832,0.2718,0.3645,0.3934,0.3843,0.4677,0.5364,0.4823,0.4835,0.5862,0.7579,0.6997,0.6918,0.8633,0.9107,0.9346,0.7884,0.8585,0.9261,0.708,0.5779,0.5215,0.4505,0.3129,0.1448,0.1046,0.182,0.1519,0.1017,0.1438,0.1986,0.2039,0.2778,0.2879,0.1331,0.114,0.131,0.1433,0.0624,0.01,0.0098,0.0131,0.0152,0.0255,0.0071,0.0263,0.0079,0.0111,0.0107,0.0068,0.0097,0.0067,Mine
0.043,0.0902,0.0833,0.0813,0.0165,0.0277,0.0569,0.2057,0.3887,0.7106,0.7342,0.5033,0.3,0.1951,0.2767,0.3737,0.2507,0.2507,0.3292,0.4871,0.6527,0.8454,0.9739,1.0,0.6665,0.5323,0.4024,0.3444,0.4239,0.4182,0.4393,0.1162,0.4336,0.6553,0.6172,0.4373,0.4118,0.3641,0.4572,0.4367,0.2964,0.4312,0.4155,0.1824,0.1487,0.0138,0.1164,0.2052,0.1069,0.0199,0.0208,0.0176,0.0197,0.021,0.0141,0.0049,0.0027,0.0162,0.0059,0.0021,Mine
0.0207,0.0535,0.0334,0.0818,0.074,0.0324,0.0918,0.107,0.1553,0.1234,0.1796,0.1787,0.1247,0.2577,0.337,0.399,0.1647,0.2266,0.3219,0.5356,0.8159,1.0,0.8701,0.6889,0.6299,0.5738,0.5707,0.5976,0.4301,0.2058,0.1,0.2247,0.2308,0.3977,0.3317,0.1726,0.1429,0.2168,0.1967,0.214,0.3674,0.2023,0.0778,0.0925,0.2388,0.34,0.2594,0.1102,0.0911,0.0462,0.0171,0.0033,0.0050,0.019,0.0103,0.0121,0.0042,0.0090,0.0070,0.0099,Mine
0.0201,0.0178,0.0274,0.0232,0.0724,0.0833,0.1232,0.1298,0.2085,0.272,0.2188,0.3037,0.2959,0.2059,0.0906,0.161,0.18,0.218,0.2026,0.1506,0.0521,0.2143,0.4333,0.5943,0.6926,0.7576,0.8787,0.906,0.8528,0.9087,0.9657,0.9306,0.7774,0.6643,0.6604,0.6884,0.6938,0.5932,0.5774,0.6223,0.5841,0.4527,0.4911,0.5762,0.5013,0.4042,0.3123,0.2232,0.1085,0.0414,0.0253,0.0131,0.0049,0.0104,0.0102,0.0092,0.0083,0.0020,0.0048,0.0036,Mine
0.0221,0.0065,0.0164,0.0487,0.0519,0.0849,0.0812,0.1833,0.2228,0.181,0.2549,0.2984,0.2624,0.1893,0.0668,0.2666,0.4274,0.6291,0.7782,0.7686,0.8099,0.8493,0.944,0.945,0.9655,0.8045,0.4969,0.396,0.3856,0.5574,0.7309,0.8549,0.9425,0.8726,0.6673,0.4694,0.1546,0.1748,0.3607,0.5208,0.5177,0.3702,0.224,0.0816,0.0395,0.0785,0.1052,0.1034,0.0764,0.0216,0.0167,0.0089,0.0051,0.0015,0.0075,0.0058,0.0016,0.0070,0.0074,0.0038,Mine
0.0056,0.0267,0.0221,0.0561,0.0936,0.1146,0.0706,0.0996,0.1673,0.1859,0.2481,0.2712,0.2934,0.2637,0.188,0.1405,0.2028,0.2613,0.2778,0.3346,0.383,0.4003,0.5114,0.686,0.749,0.7843,0.9021,1.0,0.8888,0.6511,0.6083,0.4463,0.2948,0.1729,0.1488,0.0801,0.177,0.1382,0.2404,0.2046,0.197,0.2778,0.1377,0.0685,0.0664,0.1665,0.1807,0.1245,0.0516,0.0044,0.0185,0.0072,0.0055,0.0074,0.0068,0.0084,0.0037,0.0024,0.0034,7.0E-4,Mine
0.0203,0.0121,0.038,0.0128,0.0537,0.0874,0.1021,0.0852,0.1136,0.1747,0.2198,0.2721,0.2105,0.1727,0.204,0.1786,0.1318,0.226,0.2358,0.3107,0.3906,0.3631,0.4809,0.6531,0.7812,0.8395,0.918,0.9769,0.8937,0.7022,0.65,0.5069,0.3903,0.3009,0.1565,0.0985,0.22,0.2243,0.2736,0.2152,0.2438,0.3154,0.2112,0.0991,0.0594,0.194,0.1937,0.1082,0.0336,0.0177,0.0209,0.0134,0.0094,0.0047,0.0045,0.0042,0.0028,0.0036,0.0013,0.0016,Mine
0.0050,0.0017,0.027,0.045,0.0958,0.083,0.0879,0.122,0.1977,0.2282,0.2521,0.3484,0.3309,0.2614,0.1782,0.2055,0.2298,0.3545,0.6218,0.7265,0.8346,0.8268,0.8366,0.9408,0.951,0.9801,0.9974,1.0,0.9036,0.6409,0.3857,0.2908,0.204,0.1653,0.1769,0.114,0.074,0.0941,0.0621,0.0426,0.0572,0.1068,0.1909,0.2229,0.2203,0.2265,0.1766,0.1097,0.0558,0.0142,0.0281,0.0165,0.0056,0.0010,0.0027,0.0062,0.0024,0.0063,0.0017,0.0028,Mine
