@relation fis
@attribute a00 real [0,1]
@attribute a01 real [0,1]
@attribute a02 real [0,1]
@attribute a03 real [0,1]
@attribute a04 real [0,1]
@attribute a05 real [0,1]
@attribute a06 real [0,1]
@attribute a07 real [0,1]
@attribute a08 real [0,1]
@attribute a09 real [0,1]
@attribute a10 real [0,1]
@attribute a11 real [0,1]
@attribute a12 real [0,1]
@attribute a13 real [0,1]
@attribute a14 real [0,1]
@attribute a15 real [0,1]
@attribute a16 real [0,1]
@attribute a17 real [0,1]
@attribute a18 real [0,1]
@attribute a19 real [0,1]
@attribute a20 real [0,1]
@attribute class {0,1}
@data
0.260962,0.331392,0.283113,0.264386,0.163357,0.137195,0.167326,0.148075,0.245769,0.284492,0.275799,0.27585,0.295589,0.364091,0.166137,0.272884,0.331861,0.152707,0.294984,0.165013,0.142156,0
0.0427736,0.0509896,0.096603,0.0850982,0.0916014,0.25331,0.0892214,0.251423,0.0887283,0.0868674,0.0890018,0.089005,0.0337264,0.022697,0.133806,0.0788386,0.0468829,0.16305,0.0357577,0.0899649,0.252646,0
0.102134,0.164728,0.278144,0.281262,0.696121,0.621163,0.682851,0.610948,0.275728,0.272493,0.27379,0.273807,0.143697,0.0229966,0.499118,0.291404,0.151625,0.455292,0.151172,0.688908,0.617432,0
0.318367,0.276354,0.491451,0.38846,0.579146,0.496172,0.578997,0.500884,0.339655,0.465746,0.423323,0.42336,0.144943,0.127345,0.580713,0.260938,0.260981,0.562291,0.150321,0.579074,0.498622,1
0.249767,0.319246,0.457037,0.310735,0.607966,0.612946,0.604895,0.60963,0.381122,0.372731,0.375713,0.375767,0.244367,0.0794423,0.360674,0.340349,0.302891,0.607541,0.248203,0.605899,0.611884,1
0.11538,0.0992531,0.172691,0.15589,0.243025,0.277283,0.240818,0.277942,0.154455,0.16173,0.160741,0.160746,0.0517126,0.0493892,0.173142,0.116459,0.0910831,0.293239,0.0542441,0.241681,0.27768,0
0.184444,0.30939,0.387413,0.34025,0.533391,0.61882,0.529047,0.618778,0.337741,0.362869,0.353173,0.353223,0.331807,0.126458,0.483416,0.516517,0.305639,0.258436,0.336747,0.530436,0.61943,1
0.0655419,0.080493,0.104301,0.0847159,0.120598,0.10689,0.11967,0.107569,0.0953383,0.0923212,0.093654,0.0936732,0.0609076,0.132651,0.0816511,0.111179,0.0791579,0.0989942,0.0620205,0.119922,0.107307,0
0.0770399,0.147097,0.182116,0.175894,0.202217,0.302816,0.199998,0.303647,0.152837,0.177186,0.168704,0.168693,0.168527,0.0324267,0.291375,0.290889,0.146685,0.101927,0.171047,0.200459,0.303181,0
0.0865346,0.16376,0.315493,0.149728,0.460641,0.469448,0.457031,0.461001,0.191255,0.238704,0.220236,0.220267,0.202797,0.0466924,0.502476,0.320934,0.160491,0.185836,0.207204,0.458256,0.465586,0
0.0123526,0.0108722,0.0181616,0.00461509,0.0097856,0.00279255,0.00937719,0.00278243,0.010016,0.0102556,0.0106737,0.0106728,0.00852811,0.12785,0.00734376,0.0133842,0.0115326,0.0165398,0.00847075,0.00958316,0.00271552,1
0,0.00174213,0,0,0.0106919,0.00924922,0.00960086,0.00890505,0,0,0,0,0.00508879,0.12322,0.00636943,0.00825512,0.00258461,0.00750162,0.00506856,0.010144,0.00897482,0
0.222005,0.53727,0.440966,0.364845,0.556932,1,0.553683,1,0.389112,0.394137,0.393797,0.393857,0.806749,0.187481,0.4342,0.747875,0.539514,0.18502,0.806787,0.554531,1,1
0.167515,0.164035,0.321395,0.261535,0.397741,0.377961,0.394171,0.376296,0.278669,0.280979,0.283033,0.283067,0.0882642,0.0235078,0.318375,0.174037,0.14819,0.529678,0.0928485,0.395228,0.377587,1
0.189476,0.351072,0.34594,0.264792,0.28515,0.300149,0.286937,0.30483,0.275873,0.311746,0.301221,0.301286,0.427406,0.214008,0.292132,0.40963,0.351426,0.164986,0.427599,0.285522,0.302313,1
0.0175557,0.0171632,0.0224172,0.00856693,0.0049171,0.00444045,0.00470788,0.00470704,0.0144132,0.0128894,0.0139899,0.0139853,0.0131607,0.188996,0.00452543,0.0185633,0.0180759,0.0118122,0.0130706,0.00483353,0.00455854,0
0.126203,0.180746,0.253267,0.199522,0.289007,0.245344,0.287312,0.245503,0.219628,0.221225,0.219949,0.219966,0.170474,0.0905117,0.268208,0.286683,0.176212,0.227016,0.173546,0.287865,0.24573,0
0.119747,0.194151,0.211305,0.211571,0.322304,0.353506,0.318771,0.354375,0.198488,0.211358,0.208369,0.208406,0.203692,0.0945011,0.242554,0.249492,0.190558,0.207158,0.205884,0.32027,0.354434,1
0.365337,0.572468,0.601666,0.520717,0.553375,0.745296,0.552624,0.750572,0.533976,0.565782,0.560034,0.560049,0.570401,0.245389,0.632127,0.805075,0.568484,0.369374,0.575352,0.551927,0.748664,1
0.300678,0.330844,0.541161,0.38109,0.513235,0.760884,0.513376,0.761129,0.426057,0.46306,0.453536,0.453588,0.22882,0.0580908,0.501937,0.359856,0.31529,0.588707,0.234386,0.512527,0.76194,1
0.0302596,0.0650073,0.0850314,0.0647125,0.125628,0.164397,0.123238,0.162391,0.076451,0.0714633,0.0735232,0.0735352,0.0827718,0.0719863,0.15413,0.132089,0.0651061,0.0539981,0.0841694,0.124123,0.163529,0
0.0974915,0.141693,0.185014,0.154859,0.220548,0.354752,0.218285,0.354035,0.163788,0.165896,0.165765,0.165772,0.135099,0.119166,0.21499,0.231222,0.138555,0.173349,0.137615,0.219041,0.354852,0
0.0915098,0.108109,0.0885486,0.10617,0.0852293,0.0884979,0.0847094,0.0919146,0.0931821,0.101697,0.100658,0.100685,0.0877729,0.247363,0.0796702,0.132461,0.108194,0.0717345,0.0882139,0.0846544,0.0902319,0
0.549724,0.198797,0.345696,0.300216,0.174877,0.140869,0.180377,0.153061,0.374844,0.295359,0.323833,0.323868,0.0231277,0.0875505,0.0369282,0.105285,0.173611,0.799655,0.0253255,0.177225,0.147362,0
0.0075198,0,0.00610183,0.00123898,0.00830388,0.0207147,0.0074598,0.0204433,0.00418278,0.00243713,0.00333524,0.00333166,0.000526427,0.0833789,0.00829394,0,0,0.0301289,0.000503385,0.00787255,0.0205182,1
0.0844268,0.216718,0.311588,0.298857,0.641158,0.710575,0.628884,0.700283,0.310404,0.282138,0.295792,0.295807,0.324384,0.03567,0.413771,0.490429,0.2131,0.217239,0.331731,0.633439,0.706973,0
0.0748277,0.161163,0.193888,0.162297,0.286159,0.391825,0.284385,0.392788,0.143849,0.187814,0.1714,0.17139,0.21766,0.150336,0.292623,0.268177,0.160688,0.108354,0.218955,0.285042,0.392548,1
0.104128,0.105109,0.153973,0.10705,0.197183,0.1996,0.196063,0.199327,0.1291,0.126845,0.127779,0.127816,0.063101,0.0655351,0.128057,0.083939,0.101078,0.182759,0.0645374,0.196341,0.199389,0
0.737871,0.359105,0.630298,0.399564,0.44292,0.314035,0.45258,0.325779,0.449285,0.502779,0.489574,0.489669,0.101881,0.102139,0.364273,0.207673,0.341791,0.648625,0.105433,0.447713,0.321032,0
0.123175,0.132596,0.167247,0.18295,0.198705,0.190107,0.198067,0.195188,0.131118,0.195183,0.17527,0.175275,0.113375,0.0884318,0.301038,0.166905,0.130507,0.141565,0.115032,0.198344,0.193264,0
0.305568,0.305454,0.500557,0.319579,0.444847,0.428293,0.448959,0.433057,0.378788,0.414214,0.402348,0.402382,0.207412,0.0789664,0.376746,0.291762,0.295627,0.42262,0.211144,0.446771,0.430994,1
0.223761,0.308825,0.450966,0.426016,0.804197,0.882491,0.795763,0.880929,0.370831,0.459992,0.429869,0.429923,0.270952,0.0682084,0.826061,0.395409,0.296903,0.481042,0.278111,0.79921,0.882357,1
0.226278,0.387399,0.419963,0.390606,0.736087,0.742978,0.727062,0.7391,0.356843,0.420744,0.400558,0.400568,0.43732,0.116734,0.746455,0.505701,0.377763,0.451453,0.441607,0.730491,0.741749,1
0.551803,0.594712,0.600001,0.46634,0.292503,0.449844,0.303686,0.46852,0.411551,0.598391,0.540729,0.540746,0.409841,0.569069,0.532825,0.539802,0.593938,0.294136,0.410658,0.296332,0.459263,0
0.148051,0.129466,0.141719,0.115092,0.00243346,0.122924,0.0045783,0.126925,0.131151,0.12123,0.125079,0.125095,0.0809469,0.311283,0.0544662,0.137998,0.128854,0.0993976,0.081531,0.00330004,0.125314,0
0.112047,0.173616,0.244368,0.227742,0.298805,0.45432,0.293888,0.451384,0.235838,0.225246,0.230356,0.230362,0.163666,0.0510696,0.304718,0.296798,0.168409,0.242459,0.168061,0.295642,0.45375,0
0.054509,0.0449728,0.0579268,0.0427149,0.0334742,0.0265395,0.0336493,0.0279767,0.0519247,0.0479872,0.0499714,0.0499797,0.0252158,0.220154,0.0212583,0.0430354,0.0447727,0.0535085,0.0254296,0.0334696,0.0271189,0
0.0191983,0.0149856,0.0283814,0.0235775,0.0532399,0.0246011,0.0521507,0.0246931,0.025129,0.0239418,0.0247543,0.0247584,0.0064224,0.0361342,0.0259206,0.0144286,0.0142154,0.0565998,0.00673494,0.0526437,0.0246926,0
0.0919371,0.182843,0.147351,0.165038,0.117338,0.0925859,0.118039,0.0989375,0.147384,0.154181,0.152534,0.152555,0.228083,0.304802,0.140023,0.209826,0.184996,0.0457712,0.22753,0.117513,0.0961007,1
0.0284556,0.0553127,0.0623827,0.0591717,0.0709562,0.0787279,0.0695816,0.0788508,0.0564797,0.0620977,0.0605306,0.0605427,0.06733,0.0778207,0.0901302,0.096057,0.0556183,0.0437723,0.0679917,0.0701662,0.0787707,0
0.142981,0.194586,0.285973,0.225692,0.476939,0.251004,0.472096,0.248183,0.235526,0.24837,0.245753,0.245794,0.16807,0.0589545,0.330622,0.257955,0.185421,0.360064,0.17188,0.474144,0.25019,1
0.252321,0.387237,0.440139,0.49165,0.489645,0.72414,0.482005,0.724991,0.479236,0.466413,0.469787,0.469893,0.371341,0.0778207,0.510553,0.571807,0.376339,0.483961,0.378545,0.484719,0.725241,0
0.227768,0.235607,0.4053,0.327363,0.433817,0.308976,0.433773,0.313237,0.275242,0.39437,0.361389,0.361433,0.158279,0.0778207,0.604347,0.257611,0.226873,0.365508,0.163149,0.433587,0.311786,0
0.263839,0.337312,0.505826,0.27872,0.817918,0.596803,0.814924,0.591254,0.379759,0.383825,0.37777,0.377829,0.253825,0.132298,0.341445,0.356794,0.319363,0.658624,0.256813,0.816936,0.594823,0
0.262215,0.464407,0.46302,0.455028,0.425126,0.471505,0.420979,0.473711,0.441866,0.465187,0.452596,0.452724,0.52297,0.183744,0.572073,0.718589,0.46191,0.28862,0.52819,0.421612,0.472656,0
0.167515,0.280709,0.453995,0.303974,0.68584,0.612169,0.678498,0.602362,0.340961,0.372891,0.365474,0.365514,0.299502,0.0663106,0.605385,0.46027,0.271335,0.400741,0.305242,0.681351,0.607918,1
0.10579,0.141758,0.284502,0.223343,0.410086,0.754321,0.402931,0.745878,0.24123,0.244691,0.244026,0.244056,0.105233,0.0217921,0.411879,0.216965,0.130049,0.407485,0.111231,0.405883,0.750863,1
0.142439,0.182569,0.327572,0.258431,0.587272,0.648034,0.579552,0.640992,0.293705,0.280172,0.28602,0.286046,0.1401,0.0315337,0.361229,0.278778,0.169767,0.454236,0.146068,0.582884,0.64491,1
0.140863,0.209846,0.279733,0.223343,0.29313,0.346855,0.291683,0.347358,0.258099,0.254176,0.253998,0.254051,0.205078,0.153697,0.234139,0.348947,0.205117,0.244322,0.208297,0.291893,0.347745,0
0.180247,0.293404,0.384234,0.301547,0.549621,0.521708,0.546429,0.521473,0.309764,0.345648,0.33476,0.334794,0.322524,0.106475,0.443654,0.41418,0.288495,0.282573,0.326384,0.547486,0.522054,1
0.475048,0.51551,0.462532,0.402176,0.306858,0.294278,0.313506,0.30984,0.387918,0.454983,0.435285,0.43534,0.391995,0.4675,0.291762,0.428215,0.513847,0.284083,0.392085,0.309845,0.302556,0
0.104385,0.15313,0.223014,0.167074,0.27268,0.346115,0.269993,0.343862,0.198925,0.18695,0.189632,0.189666,0.152664,0.0620156,0.176452,0.269479,0.149073,0.203183,0.155806,0.270917,0.345641,1
0.102115,0.156502,0.280134,0.321389,0.69564,0.738734,0.681745,0.729991,0.274882,0.302722,0.293454,0.293492,0.122254,0.0134725,0.707377,0.230407,0.142399,0.478676,0.130498,0.687937,0.735469,0
0.438427,0.796154,0.650136,0.578286,0.606591,0.802769,0.610718,0.818042,0.580067,0.621882,0.615522,0.61557,0.955798,0.35935,0.500294,0.966035,0.79894,0.277759,0.954522,0.608495,0.810778,1
0.0376465,0.0267772,0.0522943,0.0334064,0.048133,0.0468224,0.0472731,0.0463744,0.046759,0.041038,0.0430003,0.0430109,0.0105636,0.0416924,0.0327329,0.0245078,0.0245538,0.101646,0.011005,0.0476392,0.0465859,0
0.301732,0.376494,0.248342,0.204123,0.13711,0.131686,0.141406,0.140738,0.264943,0.206189,0.22619,0.226209,0.29787,1,0.021218,0.421004,0.379709,0.0959618,0.296563,0.139169,0.136718,1
0.00573479,0.00933976,0.00823591,0.00451836,0.00794796,0.0114893,0.00718676,0.0114597,0.00337373,0.00695436,0.0060502,0.00605236,0.0115814,0.19684,0.0131495,0.0103439,0.0102403,0.00879797,0.0114563,0.00756958,0.0113884,1
0.147196,0.243818,0.292713,0.245926,0.770155,0.338473,0.758922,0.329743,0.258831,0.264964,0.26356,0.263578,0.256545,0.0719276,0.713537,0.321571,0.239388,0.249838,0.259972,0.764147,0.334651,1
0.0570441,0.0741374,0.106785,0.0683328,0.0884294,0.114944,0.0878593,0.11446,0.0895374,0.0818638,0.0853326,0.0853488,0.0710851,0.124031,0.0698946,0.12475,0.0731871,0.08594,0.072175,0.0879855,0.114803,0
0.105296,0.0992693,0.0893997,0.147586,0.158393,0.108763,0.156597,0.113866,0.0952088,0.135889,0.122784,0.122789,0.0659788,0.175101,0.206616,0.111158,0.0978718,0.108436,0.0671758,0.157449,0.11124,0
0.201117,0.271982,0.286092,0.274464,0.251442,0.207395,0.251983,0.214079,0.272374,0.281745,0.278047,0.278084,0.236839,0.204279,0.185374,0.374943,0.270207,0.188515,0.238934,0.251221,0.211261,0
0.0494768,0.0741535,0.10099,0.0830624,0.155864,0.150069,0.153817,0.149375,0.0895333,0.0887716,0.0896269,0.0896303,0.0728925,0.082145,0.10923,0.112567,0.0723855,0.108381,0.0741017,0.154681,0.149826,0
0.110509,0.154163,0.202568,0.16712,0.27615,0.226372,0.274782,0.227886,0.171963,0.18456,0.181821,0.181843,0.138678,0.114008,0.201446,0.235171,0.152034,0.151061,0.140774,0.27528,0.227277,1
0.425476,0.471634,0.500519,0.444122,0.471694,0.57727,0.472773,0.585794,0.469297,0.467774,0.47349,0.473583,0.419229,0.225125,0.37508,0.520953,0.455186,0.670309,0.421489,0.471646,0.581519,0
0.156188,0.152872,0.153804,0.174268,0.0859709,0.152671,0.0871713,0.159595,0.135552,0.182262,0.165679,0.1657,0.118551,0.19909,0.172868,0.1539,0.15102,0.142268,0.119129,0.0864178,0.156022,1
0.238317,0.244028,0.295172,0.270899,0.382701,0.332577,0.379683,0.334037,0.294401,0.262103,0.273604,0.273631,0.166228,0.0667043,0.269134,0.305246,0.236721,0.328068,0.17004,0.380637,0.333216,0
0.082262,0.137596,0.152796,0.15186,0.174159,0.143142,0.172485,0.144891,0.149621,0.150517,0.151937,0.151953,0.152909,0.10966,0.147697,0.209261,0.136854,0.106237,0.154348,0.173101,0.144411,0
0.362479,0.459052,0.523706,0.450035,0.557401,0.510064,0.558635,0.519091,0.463714,0.49467,0.486912,0.486943,0.39475,0.225195,0.459307,0.656375,0.452569,0.39391,0.398854,0.557654,0.515254,1
0.105951,0.184118,0.294271,0.249344,0.551556,0.624975,0.542892,0.617323,0.28849,0.248158,0.262468,0.26249,0.213343,0.0354761,0.260108,0.358111,0.175361,0.34391,0.219111,0.54634,0.621926,1
0.424906,0.51559,0.564435,0.467805,0.275011,0.36305,0.281501,0.375924,0.570848,0.46083,0.498802,0.498914,0.39024,0.249026,0.17617,0.648285,0.512228,0.332007,0.393612,0.278098,0.369384,0
0.207677,0.215944,0.338887,0.322821,0.463476,0.539805,0.460012,0.542248,0.337729,0.319156,0.327002,0.327038,0.140837,0.0460285,0.282155,0.278092,0.202483,0.484958,0.14586,0.461221,0.541549,1
0.0614022,0.0688949,0.0947944,0.0754581,0.074172,0.108206,0.0739763,0.109437,0.0827009,0.0849736,0.0843067,0.0843321,0.0606093,0.0917162,0.071497,0.0910996,0.0680833,0.0796713,0.0613782,0.0738919,0.108803,0
0.0397448,0.0694756,0.0468871,0.0484262,0.0426593,0.0303624,0.0423462,0.0321967,0.0473415,0.0485822,0.0478385,0.0478461,0.0820173,0.287939,0.028602,0.108976,0.0710605,0.0151574,0.0816698,0.0425292,0.0312807,0
0.15839,0.169664,0.390724,0.266556,0.66641,0.494071,0.658278,0.484188,0.313272,0.319414,0.318427,0.318465,0.0961957,0.0162163,0.500294,0.196299,0.146096,0.742787,0.101215,0.661636,0.489483,1
0.0872562,0.129886,0.169944,0.14479,0.274462,0.274914,0.271192,0.27359,0.140414,0.159081,0.153178,0.15319,0.12092,0.0667807,0.248609,0.165896,0.127006,0.160757,0.123225,0.272569,0.274623,1
0.069748,0.113755,0.0953639,0.0957561,0.095965,0.0917444,0.0956107,0.0944237,0.0903869,0.099229,0.0958393,0.0958593,0.121043,0.25741,0.0997367,0.147455,0.114884,0.0452772,0.121125,0.0956856,0.0931861,0
0.0224739,0.0310358,0.0521503,0.0540822,0.101804,0.174124,0.0990891,0.172563,0.058927,0.0490324,0.0532207,0.053235,0.024707,0.0243186,0.050126,0.0556613,0.0285453,0.110267,0.0259677,0.100283,0.173376,1
0.189884,0.236849,0.370003,0.310372,0.389353,0.415262,0.388363,0.418192,0.277965,0.351909,0.328972,0.329018,0.185548,0.0812578,0.481782,0.24495,0.228673,0.349403,0.189655,0.388278,0.416623,1
0.0503029,0.0755085,0.0970786,0.0836012,0.11037,0.121627,0.109258,0.12221,0.0868473,0.0883784,0.0883004,0.0883082,0.0770338,0.101699,0.104351,0.121058,0.0748229,0.0792407,0.078042,0.109672,0.121985,0
0.0899147,0.0722985,0.138189,0.118891,0.160478,0.221746,0.158374,0.221075,0.127352,0.124796,0.125069,0.125081,0.0264968,0.0345889,0.127236,0.0674645,0.0634866,0.300097,0.0281548,0.15898,0.221593,0
0.220666,0.226509,0.253217,0.237143,0.149431,0.206207,0.1517,0.213877,0.208601,0.25711,0.24665,0.246681,0.161437,0.208703,0.249744,0.224655,0.222915,0.220208,0.162732,0.15041,0.209974,0
0.00671275,0.0127595,0.0166345,0.0138775,0.037645,0.0426344,0.0362485,0.0420209,0.016181,0.0133551,0.0145959,0.0145963,0.0160736,0.0632319,0.0254616,0.0338002,0.0132993,0.020302,0.016386,0.0368908,0.0422977,0
0.241289,0.44034,0.300849,0.333719,0.199963,0.222064,0.202181,0.234105,0.250943,0.344003,0.317373,0.317472,0.515951,0.472488,0.293219,0.391975,0.442165,0.159483,0.514459,0.200858,0.228602,0
0.0538824,0.0956721,0.0561244,0.0559153,0.0695356,0.0541268,0.0686422,0.0552543,0.0601972,0.0547087,0.0580876,0.0580845,0.106005,0.282105,0.0350922,0.132211,0.0974138,0.0214669,0.105763,0.0689093,0.0546835,0
0.0714855,0.0985111,0.147765,0.120287,0.251081,0.317399,0.247881,0.315499,0.139173,0.130974,0.133505,0.133515,0.107637,0.0554469,0.160226,0.188079,0.0957616,0.145096,0.110068,0.249212,0.316687,1
0.195249,0.180375,0.309998,0.311334,0.464081,0.500698,0.458835,0.501179,0.304129,0.309692,0.308923,0.308952,0.0978276,0.0268392,0.385258,0.202844,0.165252,0.516528,0.103229,0.460952,0.500839,0
0.0501984,0.11582,0.155537,0.138508,0.159478,0.23287,0.15592,0.229954,0.137275,0.146249,0.143454,0.143452,0.157612,0.0901122,0.242876,0.235743,0.114999,0.0992118,0.160354,0.157159,0.23173,0
0.197898,0.142516,0.241057,0.179694,0.287868,0.188233,0.285729,0.187067,0.229725,0.192844,0.20616,0.206162,0.0739278,0.0518804,0.155395,0.184245,0.132977,0.348139,0.0774692,0.286389,0.187649,0
0.125368,0.168874,0.205103,0.190425,0.311661,0.268181,0.30939,0.270078,0.187493,0.199322,0.194489,0.194525,0.148435,0.114443,0.215562,0.264486,0.165546,0.189612,0.150877,0.310308,0.269409,1
0.644538,1,0.791518,0.65327,0.601897,0.720252,0.60781,0.734889,0.68348,0.726415,0.712296,0.712427,1,0.442699,0.576735,1,1,0.437197,1,0.604114,0.728634,1
0.0182678,0.0157437,0.0286442,0.020031,0.0566392,0.0303021,0.055532,0.0301386,0.0236283,0.0228035,0.023299,0.0233025,0.00845792,0.0445596,0.0246483,0.0178408,0.0152296,0.0503175,0.00874848,0.0560696,0.0301679,0
