@relation vehicle

@attribute 'COMPACTNESS' real
@attribute 'CIRCULARITY' real
@attribute 'DISTANCE_CIRCULARITY' real
@attribute 'RADIUS_RATIO' real
@attribute 'PR.AXIS_ASPECT_RATIO' real
@attribute 'MAX.LENGTH_ASPECT_RATIO' real
@attribute 'SCATTER_RATIO' real
@attribute 'ELONGATEDNESS' real
@attribute 'PR.AXIS_RECTANGULARITY' real
@attribute 'MAX.LENGTH_RECTANGULARITY' real
@attribute 'SCALED_VARIANCE_MAJOR' real
@attribute 'SCALED_VARIANCE_MINOR' real
@attribute 'SCALED_RADIUS_OF_GYRATION'  real
@attribute 'SKEWNESS_ABOUT_MAJOR' real
@attribute 'SKEWNESS_ABOUT_MINOR' real
@attribute 'KURTOSIS_ABOUT_MAJOR' real
@attribute 'KURTOSIS_ABOUT_MINOR' real
@attribute 'HOLLOWS_RATIO' real
@attribute 'Class' {opel,saab,bus,van}

@data
91,40,98,192,64,9,177,38,21,135,194,465,165,66,9,35,195,205,saab
100,43,92,197,62,10,180,36,21,143,200,489,153,64,6,9,195,205,saab
84,44,77,150,59,5,152,44,19,143,175,344,177,77,8,2,183,187,saab
109,49,109,193,59,10,207,32,24,156,225,635,213,70,13,31,191,202,saab
88,40,73,173,68,7,150,44,19,137,174,341,151,69,2,20,196,200,bus
80,44,68,120,53,8,151,45,19,146,170,333,190,80,4,16,180,185,bus
106,54,105,164,48,5,247,27,27,165,269,891,243,84,12,1,181,182,bus
95,43,83,198,69,6,177,36,21,139,189,484,163,68,6,4,196,198,bus
85,43,66,121,54,7,150,46,19,147,169,324,175,87,0,5,179,182,bus
87,42,60,116,51,6,150,46,19,141,169,324,171,85,2,14,178,182,bus
109,55,102,169,51,6,241,27,26,165,265,870,247,84,10,11,184,183,bus
82,44,63,123,54,7,151,45,19,147,166,329,185,81,3,4,179,182,bus
83,42,66,156,67,7,150,45,19,144,174,333,159,78,4,2,182,188,bus
98,38,72,192,69,5,166,38,20,131,189,427,138,70,1,3,200,202,bus
87,44,70,179,75,6,146,45,19,141,167,326,178,69,6,1,194,201,bus
81,47,69,146,64,6,151,44,19,147,171,340,195,75,5,0,183,188,bus
87,41,76,165,67,7,148,45,19,140,171,327,152,72,7,13,188,195,bus
97,38,75,188,68,6,171,37,20,129,199,450,137,74,2,6,197,199,bus
83,42,71,152,64,7,149,45,19,142,172,331,158,74,2,2,184,190,bus
91,42,84,209,75,6,171,38,20,138,189,446,161,69,3,12,196,201,bus
89,44,70,158,64,6,141,47,18,143,164,299,173,66,9,11,193,199,bus
96,44,68,190,70,7,155,41,19,145,179,372,166,67,5,7,202,206,bus
89,40,72,155,63,7,146,45,19,135,175,321,145,72,4,10,192,196,bus
86,45,71,155,66,7,146,45,19,144,167,322,176,72,5,6,189,196,bus
86,43,66,130,56,7,152,44,19,142,177,340,173,81,6,14,181,185,bus
97,46,94,209,67,10,195,34,22,147,224,573,194,70,0,14,188,197,opel
90,40,83,178,61,8,178,37,21,132,199,472,157,71,1,14,187,193,opel
99,57,100,177,54,13,224,30,25,188,223,726,213,72,4,7,185,198,opel
97,55,103,197,63,11,215,31,24,172,219,677,219,75,5,24,185,194,opel
95,46,105,219,68,9,201,33,23,148,223,602,201,69,5,38,191,202,opel
84,38,66,138,62,6,126,54,18,132,144,232,139,70,4,7,185,190,opel
102,54,100,163,53,10,213,31,24,173,219,669,201,76,12,27,187,195,opel
87,49,86,190,64,9,177,37,21,153,197,471,209,67,11,7,192,199,opel
91,49,86,195,63,8,177,37,21,156,203,473,201,67,7,5,192,198,opel
89,38,78,153,61,7,146,46,19,127,166,314,142,69,0,9,187,194,opel
82,38,53,125,59,5,133,51,18,128,152,259,146,87,0,0,177,183,opel
100,44,93,193,62,8,186,35,22,147,202,521,151,66,0,2,193,198,opel
81,38,53,123,58,6,134,51,18,128,147,259,148,83,10,6,177,184,opel
106,52,107,211,62,8,200,33,23,161,218,602,200,67,9,17,194,201,opel
94,38,84,158,55,9,169,39,20,130,196,430,155,69,9,15,190,195,opel
106,53,98,192,58,11,217,31,24,166,228,693,191,71,11,24,188,198,opel
100,52,109,225,68,10,222,30,25,165,241,731,207,73,7,28,188,199,opel
97,55,96,170,54,10,216,31,24,173,219,685,218,75,0,4,184,193,opel
104,55,109,230,67,12,218,30,24,174,230,706,226,67,8,22,191,202,opel
103,48,96,232,71,10,205,32,23,153,226,633,197,71,2,15,188,196,opel
103,50,98,212,63,9,193,34,22,161,214,567,185,64,5,5,198,204,opel
100,46,90,172,67,9,157,43,20,150,170,363,184,67,17,7,192,200,van
90,42,63,144,59,7,131,50,18,142,154,259,162,65,15,3,197,204,van
90,48,78,143,60,11,161,43,20,159,172,374,186,75,2,2,184,193,van
97,35,66,151,64,8,128,52,18,129,148,246,112,66,6,2,195,200,van
90,48,86,306,126,49,153,44,19,156,272,346,200,118,0,15,185,194,van
88,37,51,105,52,5,119,57,17,128,135,207,125,86,8,16,179,183,van
94,48,87,162,64,10,157,43,20,161,179,363,186,75,4,15,184,195,van
90,48,77,132,56,10,157,44,20,164,169,354,187,78,1,3,182,191,van
94,43,82,136,54,10,155,43,19,149,176,359,161,74,1,6,186,197,van
93,43,88,170,66,9,150,45,19,147,164,334,143,65,2,17,196,206,van
91,46,78,148,61,9,147,45,19,152,168,323,199,70,13,11,189,200,van
94,48,83,162,64,10,156,43,19,153,177,357,187,74,4,14,185,196,van
93,47,85,163,66,11,156,44,20,158,172,355,178,74,7,15,183,195,van
94,45,81,166,67,9,145,46,19,147,164,313,179,66,11,14,194,202,van
96,40,70,120,50,8,137,50,18,141,162,269,139,80,10,13,183,183,van
90,39,57,114,48,7,135,51,18,139,155,261,151,85,12,8,183,182,van
95,47,88,162,64,11,159,43,20,157,176,371,185,71,12,13,189,198,van
86,39,60,140,60,7,119,55,17,134,140,212,141,61,7,8,200,207,van
82,43,70,250,105,55,139,48,18,145,231,289,172,99,4,9,190,199,van
93,42,98,192,63,9,185,36,22,138,206,508,173,70,10,21,189,197,saab
80,34,42,110,57,3,114,59,17,119,131,191,121,87,4,7,179,183,opel
84,37,70,150,61,7,137,49,18,140,156,278,121,64,0,23,196,205,van
86,38,76,143,59,8,142,47,18,131,167,301,138,71,5,10,189,196,van
98,39,68,121,49,7,134,51,18,142,164,261,134,75,4,1,186,186,van
