@relation vehicle

@attribute 'COMPACTNESS' real
@attribute 'CIRCULARITY' real
@attribute 'DISTANCE_CIRCULARITY' real
@attribute 'RADIUS_RATIO' real
@attribute 'PR.AXIS_ASPECT_RATIO' real
@attribute 'MAX.LENGTH_ASPECT_RATIO' real
@attribute 'SCATTER_RATIO' real
@attribute 'ELONGATEDNESS' real
@attribute 'PR.AXIS_RECTANGULARITY' real
@attribute 'MAX.LENGTH_RECTANGULARITY' real
@attribute 'SCALED_VARIANCE_MAJOR' real
@attribute 'SCALED_VARIANCE_MINOR' real
@attribute 'SCALED_RADIUS_OF_GYRATION'  real
@attribute 'SKEWNESS_ABOUT_MAJOR' real
@attribute 'SKEWNESS_ABOUT_MINOR' real
@attribute 'KURTOSIS_ABOUT_MAJOR' real
@attribute 'KURTOSIS_ABOUT_MINOR' real
@attribute 'HOLLOWS_RATIO' real
@attribute 'Class' {opel,saab,bus,van}

@data
95,37,71,171,61,9,157,43,20,134,178,365,125,63,5,40,196,208,saab
90,49,83,187,63,7,176,37,21,154,205,467,222,70,1,2,189,195,saab
102,55,101,213,67,12,222,30,25,177,226,719,213,71,2,21,187,199,saab
95,53,95,202,65,10,193,34,22,160,220,559,237,71,3,2,188,196,saab
94,37,73,186,71,7,154,42,19,127,171,362,132,67,2,8,197,206,bus
81,46,71,141,61,7,153,44,19,148,177,347,190,80,1,14,182,187,bus
111,58,105,183,51,6,265,26,29,174,285,1018,255,85,4,8,181,183,bus
102,51,92,194,60,6,220,30,25,162,247,731,209,80,7,7,188,186,bus
94,37,72,193,72,6,158,41,19,133,184,385,127,70,0,14,200,204,bus
89,40,76,188,76,7,150,44,19,136,174,342,148,72,3,8,193,197,bus
81,43,68,139,62,7,149,46,19,145,172,323,171,83,1,14,180,184,bus
90,38,79,185,69,6,160,40,20,130,178,393,133,66,2,14,198,205,bus
96,41,77,177,64,5,177,36,21,134,205,485,148,74,0,4,196,198,bus
106,53,98,154,47,4,237,28,26,164,263,838,222,82,4,17,185,184,bus
83,46,71,156,70,6,151,44,19,147,174,338,198,80,3,11,181,186,bus
92,45,74,187,74,7,157,41,19,143,179,375,183,70,8,6,195,201,bus
99,38,74,184,66,6,164,39,20,131,193,414,137,71,2,22,200,202,bus
88,40,78,186,73,6,158,41,20,134,185,379,148,73,1,11,193,197,bus
80,43,71,133,60,7,150,45,19,146,170,330,176,81,6,15,180,184,bus
85,43,69,141,62,7,152,44,19,145,178,341,179,84,1,4,181,184,bus
102,54,98,201,61,6,225,29,25,165,246,766,231,79,9,14,188,187,bus
92,39,76,180,71,6,152,43,19,131,179,350,143,72,6,14,195,200,bus
87,43,70,169,72,7,152,44,19,145,177,341,171,76,6,12,184,187,bus
110,58,106,180,51,6,261,26,28,171,278,998,257,83,9,13,181,182,bus
87,39,70,148,61,7,143,46,18,136,164,307,141,69,1,2,192,199,bus
88,44,77,167,59,6,151,44,19,145,175,343,177,64,9,12,202,208,opel
84,39,90,180,60,7,177,37,21,131,209,469,145,71,4,38,190,198,opel
101,51,105,212,68,10,209,32,24,162,222,653,224,73,5,23,186,195,opel
100,45,100,209,65,8,201,32,23,147,231,611,189,72,5,5,189,195,opel
89,36,77,172,62,8,157,42,19,125,174,367,126,63,5,22,198,205,opel
103,54,107,189,56,11,223,30,25,174,225,729,200,70,0,29,187,201,opel
109,49,103,186,57,11,206,32,23,156,212,630,186,65,12,21,192,201,opel
104,54,91,209,67,11,218,31,24,170,223,697,196,74,4,21,187,196,opel
104,55,105,223,70,10,223,30,25,177,237,737,218,75,14,11,188,196,opel
95,45,80,186,62,7,164,40,20,145,188,406,178,65,11,18,199,204,opel
109,48,107,215,62,10,205,32,23,158,222,624,168,65,9,32,195,206,opel
92,38,74,178,62,9,161,41,20,135,181,388,132,63,7,29,197,206,opel
103,56,105,183,59,10,210,32,24,173,217,648,218,72,13,22,188,196,opel
97,37,78,181,62,8,161,41,20,131,182,389,117,62,2,28,203,211,opel
104,57,103,222,72,12,221,30,25,177,223,718,218,72,11,12,186,195,opel
91,38,76,172,61,8,167,40,20,134,196,415,145,71,0,28,189,198,opel
102,54,98,177,56,10,219,31,25,171,219,706,223,72,5,17,186,196,opel
96,48,83,177,59,8,171,39,21,152,195,438,196,67,15,0,195,201,opel
79,39,72,127,53,9,142,48,19,135,165,295,144,77,7,21,181,189,opel
82,40,73,141,57,8,153,44,19,133,173,342,153,75,11,9,181,187,opel
80,39,60,122,56,6,139,49,18,131,151,281,142,80,0,5,179,186,opel
94,49,82,137,56,10,159,43,20,160,176,367,186,76,10,7,183,192,van
98,39,68,136,56,8,131,52,18,144,159,251,134,72,4,10,186,187,van
96,45,87,169,67,10,154,44,19,149,167,351,174,67,9,8,192,201,van
94,45,85,160,63,10,158,43,20,157,174,367,162,68,1,6,189,199,van
90,43,72,157,64,8,136,49,18,145,158,279,167,64,4,6,201,209,van
87,45,66,139,58,8,140,47,18,148,168,294,175,73,3,12,188,196,van
98,38,66,130,55,7,130,51,18,138,160,251,123,69,3,12,191,194,van
89,44,70,137,58,6,136,49,18,146,168,273,166,78,10,3,186,187,van
88,36,53,113,57,3,118,57,17,128,137,204,136,88,7,14,180,183,van
86,48,75,136,58,10,161,43,20,163,170,371,185,75,3,1,183,192,van
92,38,60,130,62,5,114,58,17,132,135,194,137,72,14,5,190,194,van
93,37,70,126,52,9,127,53,18,137,156,238,119,71,2,13,191,190,van
85,39,68,119,52,5,128,53,18,135,148,241,142,75,8,8,182,187,van
89,42,66,125,53,7,131,51,18,144,162,254,162,73,10,17,188,191,van
89,46,84,163,66,11,159,43,20,159,173,368,176,72,1,20,186,197,van
86,34,62,140,61,7,122,54,17,127,141,223,112,64,2,14,200,208,van
88,42,66,133,57,6,123,54,17,144,147,227,160,66,8,4,193,198,van
89,45,81,246,102,43,155,44,20,160,200,347,177,90,9,17,183,192,van
96,44,85,166,66,10,155,43,19,150,167,355,159,67,3,10,192,202,van
104,52,94,208,66,5,208,31,24,161,227,666,218,76,11,4,193,191,bus
81,43,68,125,57,8,149,46,19,146,169,323,172,83,6,18,179,184,bus
89,44,76,125,54,10,156,44,20,151,163,352,176,76,12,12,184,193,van
